Country Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Germany,76.1989975,76.66000366,77.17299652,77.42299652,76.75800323,77.97599792,78.55500031,78.76599884,79.15699768,79.61000061,80.05400085,80.41999817,81.24900055,81.28800201,82.24900055,82.37999725,82.43399811,83.66999817,84.19100189,84.53600311,84.6309967,84.74199677,84.98000336,84.82099915,85.1760025,85.2990036,85.2480011,85.5,85.72899628
Djibouti,34.71300125,35.48899841,35.41899872,35.68500137,35.41799927,35.13199997,35.07500076,35.23699951,35.39400101,35.43199921,35.63100052,35.88499832,36.25899887,36.61700058,36.98300171,37.37799835,37.64699936,38.25699997,38.65399933,38.9659996,39.60900116,40.00600052,40.34899902,40.40399933,41.17300034,41.70600128,42.31600189,42.92499924,43.52999878
Denmark,82.41000366,82.57800293,82.82499695,82.35800171,82.53099823,82.85299683,83.8730011,83.57099915,83.16500092,84.53700256,83.88999939,86.12000275,86.59600067,86.1230011,85.98899841,86.90799713,85.78399658,86.66699982,88.83000183,89.9280014,89.76999664,89.43699646,89.83200073,89.81600189,89.27700043,89.66000366,90.03299713,90.18900299,90.34999847
Dominican Republic,73.71199799,74.1760025,74.53299713,74.77300262,75.1190033,75.28299713,76.30599976,75.33699799,76.3789978,77.21700287,81.08599854,82.82099915,83.18499756,82.98200226,82.29199982,83.72200012,84.35900116,82.88999939,88.73799896,88.18499756,88.3769989,87.98000336,89.64600372,88.10199738,89.61399841,89.7480011,89.05400085,89.19499969,89.32700348
Algeria,53.11299896,53.68399811,54.13399887,54.30899811,54.76300049,55.20899963,55.50999832,56.01200104,56.38100052,56.63199997,57.16799927,59.65499878,62.00600052,63.73099899,65.32099915,66.76000214,68.25499725,69.5759964,70.91899872,72.05500031,73.20800018,73.47399902,73.76300049,74.06600189,74.45400238,74.69400024,74.53500366,74.7539978,74.95999908
East Asia & Pacific (excluding high income),21.02700183,21.62512063,23.03000976,24.31629078,25.75524193,26.70774088,27.6046441,28.08095653,28.50472168,28.5528319,29.10478362,29.53603558,30.19420302,31.81916402,33.0120479,34.63219404,35.99816928,36.95766406,38.27450727,39.27158074,40.50701871,41.47776109,43.07318606,44.44571835,45.57927784,46.75605859,47.72325462,48.39432115,49.05476468
Early-demographic dividend,27.94426475,28.03420443,29.07276787,29.69520403,30.50225463,30.80843228,31.60823257,31.93824655,32.36089207,32.07641024,32.37520447,32.29718025,32.26960291,32.93711089,33.11628858,34.46246351,35.38433089,36.38811002,37.50674713,38.3366479,39.90522294,41.55386241,42.05174212,42.29497898,42.73219887,43.29924866,43.66927956,44.03701601,44.39624149
East Asia & Pacific,25.43822742,26.06191517,27.42423553,28.70193746,30.09381328,31.02584098,31.93411707,32.40141556,32.826953,32.93600124,33.5782004,34.07460953,34.71439838,36.29461748,37.51671887,39.04209114,40.30416015,41.25773244,42.53527675,43.48340339,44.62579815,45.5343767,47.04189992,48.3239117,49.40022868,50.53993246,51.48184612,52.11486056,52.73008151
Europe & Central Asia (excluding high income),50.21598237,50.48236584,51.26616353,51.28963686,52.25148565,53.41108359,55.97970447,56.31148036,54.57027472,55.45519022,56.42830657,57.53123881,58.72753869,60.27985594,60.9382536,61.7483565,62.6520728,63.46598834,64.40927452,64.63730026,64.9552731,65.38851254,65.66329927,66.90815837,67.84164822,68.36994886,68.97462032,69.09719428,69.22670806
Europe & Central Asia,62.06412105,62.45743835,63.30287299,63.82683742,64.63087152,65.77197753,67.49004141,67.98413779,67.59455512,68.37515005,69.05528464,69.9636985,71.04598808,72.13770761,72.76605114,73.40544516,73.95713684,74.77272622,75.79691477,76.0789267,76.19759034,76.49403001,76.78574912,77.45644873,78.02051854,78.39994014,78.64597588,78.85947311,79.06656353
Ecuador,58.2140007,58.50400162,58.79399872,59.13600159,59.44499969,59.73799896,60.05799866,60.25799942,60.42200089,60.69300079,61.08399963,63.49100113,65.81400299,62.5320015,64.5739975,64.12999725,66.00900269,67.15599823,67.34100342,68.03099823,68.26000214,68.29199982,67.91200256,68.5059967,66.25299835,65.57099915,64.10199738,64.39700317,64.68399811
"Egypt, Arab Rep.",36.72900009,37.13000107,45.43199921,45.62900162,48.27600098,49.8769989,51.42900085,55.57099915,56.9109993,53.72900009,57.95199966,62.07600021,54.77299881,47.44200134,48.43099976,50.6629982,47.28900146,48.8370018,48.81299973,51.20800018,51.5359993,56.90499878,52.07400131,51.76100159,54.17499924,55.39199829,56.26100159,56.53499985,56.81399918
Euro area,74.30839135,74.79014682,75.48204459,76.03865898,76.21648472,77.18839304,77.61285645,77.8913241,78.59166134,79.06457114,79.47362264,80.03455961,80.83863231,81.56180269,82.21932224,82.70658451,83.06606819,84.06531085,84.87321753,85.30261333,85.48177818,85.72636152,86.03453939,86.2143516,86.41996783,86.6057897,86.49235504,86.70759965,86.90639206
Eritrea,23.60899925,22.80900002,24.56999969,26.11000061,26.52199936,27.11199951,27.49300003,26.54700089,26.6439991,27.29500008,27.43000031,28.0909996,27.97400093,28.12299919,26.18400002,26.04999924,26.06299973,25.4279995,26.66399956,25.94799995,26.69000053,27.27599907,27.24900055,27.58300018,27.8560009,28.00099945,28.14100075,28.3010006,28.45299911
Spain,76.24500275,76.59999847,76.82700348,78.18099976,78.90799713,80.26000214,80.5,80.92700195,81.45999908,80.79100037,81.13500214,81.70999908,82.78800201,83.55899811,84.05699921,85.10299683,85.45200348,86.22399902,87.4960022,88.02899933,88.72899628,88.5530014,89.3010025,89.33399963,89.22899628,89.44000244,88.88700104,89.08999634,89.27999878
Estonia,54.7840004,56.88499832,61.27199936,63.65599823,65.70500183,67.44799805,67.78600311,69.76799774,70.76200104,72.93099976,71.69100189,73.21499634,73.60500336,71.64199829,72.58499908,75.17900085,75.13700104,75.4980011,78.02300262,79.23699951,78.47599792,79.83000183,80.59999847,80.24099731,80.02500153,80.73100281,80.68499756,80.93399811,81.17500305
Ethiopia,22.74699974,21.39599991,22.37000084,23.27799988,23.36499977,24.07900047,23.84700012,23.87999916,24.48500061,23.45299911,22.42200089,21.29299927,19.58399963,18.47100067,17.52799988,18.37700081,19.43899918,20.38599968,21.50600052,23.3239994,24.91399956,25.76600075,27.47599983,27.97900009,28.39800072,28.45100021,29.00799942,29.49200058,29.97100067
European Union,70.02691761,70.50316287,71.06227717,71.78671915,72.20897126,73.27588794,73.84408226,74.26560094,75.09458214,75.83849057,76.27836102,77.48497029,78.42775056,79.27800715,79.95475675,80.4485073,80.7728614,81.5826606,82.74806268,83.24707056,83.40838676,83.63933408,84.01507349,84.15009479,84.53884619,84.82069466,84.69295636,84.93347298,85.16274196
Fragile and conflict affected situations,23.50707574,23.10592745,22.55291243,22.30338324,22.69681935,23.26331216,23.57799191,23.95579587,24.14541709,24.543263,24.56884125,25.05582682,25.47200161,25.87970616,26.17667348,26.44772079,26.85721546,27.17213769,27.70516382,28.10311403,28.56117425,29.0032156,29.40872646,29.80229392,30.45125673,30.74706214,30.99571377,31.14513164,31.32361259
Finland,77.64700317,78.6269989,79.60099792,80.06400299,79.95400238,80.33200073,80.79599762,80.31600189,81.43399811,81.87000275,82.46900177,82.63800049,83.71299744,84.64700317,84.80200195,85.35299683,85.96099854,86.91999817,87.19499969,87.32499695,88.30400085,88.63200378,88.67500305,89.06300354,89.06800079,89.10399628,89.29499817,89.49099731,89.65100098
Fiji,39.80199814,40.25999832,40.52299881,40.8730011,41.38800049,41.83200073,42.00999832,42.32400131,42.81999969,43.24000168,43.58499908,44.00999832,44.45000076,44.78900146,45.2840004,45.56499863,45.81299973,46.1609993,46.39099884,46.68099976,46.91799927,48.48300171,50,51.61800003,52.1230011,52.4090004,52.77399826,53.15000153,53.52999878
France,79.45899963,79.98799896,80.41699982,80.98600006,81.32800293,82.21900177,82.33899689,82.70999908,82.74299622,83.20200348,83.32900238,83.97599792,85.02300262,84.9489975,85.75499725,86.16000366,86.42700195,87.31800079,87.91799927,88.1760025,87.68699646,88.00299835,88.1289978,88.78299713,89.06900024,89.20800018,88.625,88.79100037,88.95899963
Gabon,34.22200012,34.36600113,34.72800064,34.19400024,34.54700089,34.58100128,35.00899887,36.05599976,35.53900146,35.09500122,35.6609993,35.91500092,36.18099976,36.17300034,36.0530014,36.23500061,36.66799927,36.44900131,37.04600143,37.42100143,37.57400131,38.20299911,38.80099869,39.49000168,40.16699982,40.2120018,40.53300095,40.88299942,41.27099991
United Kingdom,82.82800293,82.91400146,83.11100006,84.53399658,84.67900085,84.87200165,85.66500092,85.97100067,86.68399811,87.27300262,87.94599915,88.50299835,89.18299866,89.8769989,89.89199829,89.91300201,89.82099915,89.86499786,91.76399994,91.97100067,91.83000183,91.66699982,91.71800232,91.35199738,91.68599701,91.77799988,91.69400024,91.79799652,91.90100098
Georgia,41.93899918,42.1609993,42.49000168,42.7159996,42.90000153,43.05699921,43.22299957,43.4070015,40.94599915,38.22900009,41.34400177,41.23799896,38.95999908,39.48099899,38.42200089,38.68600082,39.7179985,40.22800064,40.65800095,41.05099869,41.54499817,41.94900131,42.85699844,43.81700134,44.83100128,45.83399963,48.87799835,49.10300064,49.33300018
Ghana,33.34799957,33.69300079,33.03099823,33.27500153,33.80899811,34.06299973,34.88600159,35.35900116,35.81200027,35.67399979,35.5320015,35.36199951,35.09799957,34.84000015,34.72800064,34.6969986,36.32400131,37.85800171,39.47000122,41.54600143,43.44200134,45.33800125,47.22399902,50.05599976,52.20500183,52.88899994,53.52000046,54.11500168,54.63299942
