Country Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Caribbean small states,11.73511326,11.49159999,9.567399062,9.712794317,9.16241471,8.651237387,7.890193517,7.379737959,6.638094229,6.601318384,6.66717706,6.385379712,5.828811061,5.750452539,5.427074296,5.436994157,5.257616891,5.288766468,5.273774197,5.239077517,5.255061025,5.082709753,5.060847777,4.968325182,4.989847251,5.322961532,5.666104505,5.691369856,5.618481034
Cuba,14.04599953,14.16100025,14.20300007,13.36400032,12.82800007,12.875,12.8920002,13.44400024,13.87100029,13.90200043,13.02999973,12.16800022,11.33699989,10.55599976,9.862999916,9.204000473,8.559000015,8.538000107,8.305999756,8.465999603,8.833000183,8.145000458,7.782000065,8.083000183,7.978000164,7.857999802,7.738999844,7.624000072,7.510000229
Cyprus,14.15100002,13.16699982,12.51299953,10.8739996,10.49100018,9.027000427,7.721000195,6.539000034,5.500999928,4.611000061,3.931999922,4.214000225,3.875999928,3.997999907,3.444000006,2.878999949,2.359999895,2.674999952,2.964999914,2.492000103,2.362999916,1.850999951,1.682000041,2.062999964,2.071000099,1.639000058,1.077999949,1.059000015,1.036999941
Czech Republic,6.410999775,6.340000153,6.244999886,5.691999912,5.448999882,4.842000008,4.31799984,4.153999805,3.900000095,3.799999952,3.380000114,3.45600009,3.207999945,3.190999985,2.822999954,2.79399991,2.532000065,2.305000067,2.220999956,1.917000055,1.873999953,1.927000046,2.066999912,1.636999965,1.636999965,1.720000029,1.789999962,1.763000011,1.736999989
Germany,3.174000025,3.137000084,3.108999968,3.072999954,3.032000065,2.59800005,2.552000046,2.335000038,2.351999998,2.111000061,2.066999912,1.963999987,1.830000043,1.702999949,1.73300004,1.605000019,1.611999989,1.32099998,1.245000005,1.197000027,1.177000046,1.097000003,1.008000016,1.008999944,0.95599997,0.893000007,0.883000016,0.869000018,0.856000006
Djibouti,60.74599838,60.05500031,60.11899948,59.84899902,60.07799911,60.32400131,60.35699844,60.18600082,60.02099991,59.9640007,59.75899887,59.50099945,59.13100052,58.76900101,58.4090004,58.01499939,57.73099899,57.1269989,56.72200012,56.40800095,55.80500031,55.42300034,55.07400131,54.93700027,54.21900177,53.69800186,53.10699844,52.52000046,51.93700027
Denmark,2.678999901,2.642999887,2.608999968,2.576999903,2.519999981,2.073999882,1.659999967,1.779000044,1.452000022,1.962000012,1.707999945,1.629999995,1.764000058,1.868000031,1.605999947,1.463000059,1.572999954,1.090999961,1.121000051,0.850000024,0.883000016,1.085999966,0.986000001,0.893999994,1.059000015,1.039000034,1.00999999,0.991999984,0.97299999
Dominican Republic,3.663000107,3.664999962,3.648999929,3.607000113,3.585999966,3.566999912,2.296000004,2.414000034,2.868000031,2.47300005,1.731999993,1.73300004,1.473999977,1.797999978,2.586999893,1.963000059,1.787999988,2.65899992,1.797999978,2.148999929,1.968000054,1.59800005,1.547999978,2.282999992,1.478000045,1.149999976,1.315999985,1.292999983,1.271999955
Algeria,14.17099953,14.0170002,13.89799976,13.79399967,13.71700001,13.61100006,13.47099972,13.23999977,13.18700027,13.22500038,13.03600025,12.29699993,11.6079998,10.06200027,8.616000175,7.34100008,6.168000221,5.190000057,4.282000065,3.539999962,2.960999966,2.933000088,2.885999918,2.815000057,2.753000021,2.729000092,3.164999962,3.125,3.088000059
East Asia & Pacific (excluding high income),57.09512566,56.34093563,54.12481683,52.0859029,50.01318674,48.65334218,47.82660569,47.9403617,47.86642311,47.98153148,47.54977557,47.41770808,46.67941727,44.56102136,42.65402497,40.68014223,39.21108053,38.26344207,36.93797866,35.78850206,34.34985283,33.31244197,31.45301361,29.8225524,28.86608987,27.73351471,26.90754381,26.69548607,26.48644761
